X1,X2,X3,X4,X5,Y
183.3333,150,130,45,5.41E-06,144.6442
183.3333,150,130,72.3678,45,165.0526
183.3333,150,130,54.7356,45,145.8149
250,150,20,90,0,92.178
250,150,20,67.5,0,92.7512
250,150,20,67.5,5.35E-06,92.0215
250,150,20,68.6329,22.5,83.0111
250,150,20,47.2658,22.5,83.9864
250,150,20,45,1.10E-06,91.8642
250,150,20,72.3678,45,87.8581
250,150,20,54.7356,45,89.0082
250,150,56.6667,67.5,0,145.1443
250,150,56.6667,45,0,146.4289
250,150,56.6667,67.5,1.22E-06,145.3413
250,150,56.6667,68.6329,22.5,147.5109
250,150,56.6667,47.2658,22.5,147.033
250,150,56.6667,45,3.76E-06,145.3655
250,150,56.6667,72.3678,45,146.4032
250,150,56.6667,54.7356,45,145.7456
250,150,93.3333,90,0,176.0167
250,150,93.3333,67.5,0,174.9259
250,150,93.3333,45,0,181.4693
250,150,93.3333,67.5,4.93E-07,176.129
250,150,93.3333,68.6329,22.5,189.4362
250,150,93.3333,47.2658,22.5,185.9305
250,150,93.3333,45,6.83E-06,176.2479
250,150,93.3333,72.3678,45,182.9975
250,150,130,90,0,197.7091
250,150,130,67.5,0,195.7632
250,150,130,45,0,205.8503
250,150,130,67.5,1.04E-07,197.8704
250,150,130,68.6329,22.5,220.5387
250,150,130,47.2658,22.5,214.0638
250,150,130,72.3678,45,210.1422
250,150,130,54.7356,45,200.8095
75,30,20,90,0,56.5733
75,30,20,45,0,56.0775
75,30,20,67.5,5.17E-06,56.5606
75,30,20,68.6329,22.5,55.7035
75,30,20,47.2658,22.5,55.8882
75,30,20,45,2.72E-06,56.5474
75,30,20,72.3678,45,56.1179
75,30,20,54.7356,45,56.3519
75,47.1429,20,90,0,51.1693
75,47.1429,20,67.5,0,50.9712
75,47.1429,20,45,0,52.3203
75,47.1429,20,68.6329,22.5,53.7242
75,47.1429,20,47.2658,22.5,53.1127
75,47.1429,20,90,45,51.2181
75,47.1429,20,72.3678,45,52.4402
75,47.1429,20,54.7356,45,51.5954
75,47.1429,38.3333,90,0,67.2401
75,47.1429,38.3333,67.5,0,66.4431
75,47.1429,38.3333,45,0,70.5485
75,47.1429,38.3333,67.5,1.34E-07,67.3054
75,47.1429,38.3333,68.6329,22.5,77.016
75,47.1429,38.3333,47.2658,22.5,74.1695
75,47.1429,38.3333,90,45,67.3777
75,47.1429,38.3333,72.3678,45,72.4612
75,47.1429,38.3333,54.7356,45,68.4514
75,64.2857,20,90,0,38.5623
75,64.2857,20,67.5,0,37.9878
75,64.2857,20,45,0,40.2415
75,64.2857,20,67.5,6.05E-06,38.6127
75,64.2857,20,68.6329,22.5,46.1919
75,64.2857,20,45,7.32E-06,38.6682
75,64.2857,20,72.3678,45,42.1454
75,64.2857,20,54.7356,45,38.9732
100,30,20,90,0,66.9876
100,30,20,67.5,0,67.4353
100,30,20,45,0,63.8886
100,30,20,67.5,5.03E-06,66.8903
100,30,20,68.6329,22.5,62.4098
100,30,20,45,7.12E-06,66.7943
100,30,20,72.3678,45,64.6193
100,30,20,54.7356,45,65.5163
100,47.1429,20,67.5,0,64.3999
100,47.1429,20,45,0,62.8315
100,47.1429,20,67.5,2.68E-06,64.1734
100,47.1429,20,68.6329,22.5,61.9551
100,47.1429,20,47.2658,22.5,62.3799
100,47.1429,20,90,45,64.1391
100,47.1429,20,72.3678,45,63.0753
100,47.1429,20,54.7356,45,63.6183
100,47.1429,38.3333,90,0,83.9256
100,47.1429,38.3333,67.5,0,83.5483
100,47.1429,38.3333,45,0,85.8695
100,47.1429,38.3333,67.5,2.13E-06,83.9682
100,47.1429,38.3333,68.6329,22.5,88.1034
100,47.1429,38.3333,47.2658,22.5,87.0624
100,47.1429,38.3333,45,5.41E-06,84.0125
100,47.1429,38.3333,72.3678,45,86.1723
100,47.1429,38.3333,54.7356,45,84.7525
100,64.2857,20,90,0,58.4117
100,64.2857,20,45,0,58.8561
100,64.2857,20,67.5,5.22E-06,58.4208
100,64.2857,20,68.6329,22.5,59.288
100,64.2857,20,47.2658,22.5,59.1005
100,64.2857,20,45,7.26E-06,58.4304
100,64.2857,20,72.3678,45,58.8378
100,64.2857,20,54.7356,45,58.5778
100,64.2857,38.3333,90,0,77.4782
100,64.2857,38.3333,67.5,0,76.8338
100,64.2857,38.3333,45,0,80.5573
100,64.2857,38.3333,67.5,5.17E-06,77.5421
100,64.2857,38.3333,68.6329,22.5,85.7353
100,64.2857,38.3333,47.2658,22.5,83.4813
100,64.2857,38.3333,90,45,77.6091
100,64.2857,38.3333,72.3678,45,81.7194
100,64.2857,38.3333,54.7356,45,78.583
100,64.2857,56.6667,90,0,90.4816
100,64.2857,56.6667,67.5,0,89.2689
100,64.2857,56.6667,45,0,95.145
100,64.2857,56.6667,67.5,6.08E-06,90.5753
100,64.2857,56.6667,68.6329,22.5,105.1582
100,64.2857,56.6667,47.2658,22.5,100.7649
100,64.2857,56.6667,90,45,90.6781
100,64.2857,56.6667,72.3678,45,98.4173
100,64.2857,56.6667,54.7356,45,92.1708
100,81.4286,20,90,0,47.9721
100,81.4286,20,45,0,49.7358
100,81.4286,20,67.5,2.81E-06,48.0114
100,81.4286,20,68.6329,22.5,53.2454
100,81.4286,20,47.2658,22.5,51.7902
100,81.4286,20,90,45,48.0536
100,81.4286,20,72.3678,45,50.4286
100,81.4286,20,54.7356,45,48.4899
100,81.4286,38.3333,90,0,65.0414
100,81.4286,38.3333,67.5,0,64.0244
100,81.4286,38.3333,45,0,68.109
100,81.4286,38.3333,67.5,1.24E-06,65.1279
100,81.4286,38.3333,68.6329,22.5,78.5453
100,81.4286,38.3333,47.2658,22.5,74.087
100,81.4286,38.3333,90,45,65.2239
100,81.4286,38.3333,72.3678,45,71.6758
100,81.4286,38.3333,54.7356,45,65.8542
100,81.4286,56.6667,90,0,77.0652
100,81.4286,56.6667,67.5,0,75.4531
100,81.4286,56.6667,45,0,80.8581
100,81.4286,56.6667,67.5,2.62E-06,77.1931
100,81.4286,56.6667,68.6329,22.5,97.2379
100,81.4286,56.6667,47.2658,22.5,90.1532
100,81.4286,56.6667,90,45,77.3341
100,81.4286,56.6667,72.3678,45,87.5072
100,81.4286,56.6667,54.7356,45,78.0443
125,30,20,90,0,75.5892
125,30,20,67.5,0,76.3395
125,30,20,45,0,69.8478
125,30,20,67.5,5.96E-06,75.3863
125,30,20,68.6329,22.5,67.9916
125,30,20,47.2658,22.5,69.1957
125,30,20,90,45,75.1895
125,30,20,54.7356,45,72.7867
125,47.1429,20,90,0,73.9447
125,47.1429,20,67.5,0,74.4641
125,47.1429,20,45,0,69.7861
125,47.1429,20,67.5,5.14E-06,73.8251
125,47.1429,20,68.6329,22.5,68.1201
125,47.1429,20,90,45,73.7075
125,47.1429,20,72.3678,45,71.0304
125,47.1429,20,54.7356,45,72.0509
125,47.1429,38.3333,90,0,96.46
125,47.1429,38.3333,67.5,0,96.4784
125,47.1429,38.3333,45,0,96.3569
125,47.1429,38.3333,67.5,3.89E-06,96.4571
125,47.1429,38.3333,68.6329,22.5,96.2719
125,47.1429,38.3333,47.2658,22.5,96.3133
125,47.1429,38.3333,90,45,96.4545
125,47.1429,38.3333,72.3678,45,96.3601
125,47.1429,38.3333,54.7356,45,96.4134
125,64.2857,20,90,0,70.3852
125,64.2857,20,45,0,68.0535
125,64.2857,20,67.5,5.42E-06,70.3304
125,64.2857,20,68.6329,22.5,66.8062
125,64.2857,20,47.2658,22.5,67.4135
125,64.2857,20,45,3.32E-06,70.2751
125,64.2857,20,72.3678,45,68.6275
125,64.2857,20,54.7356,45,69.4051
125,64.2857,38.3333,90,0,92.7833
125,64.2857,38.3333,67.5,0,92.5427
125,64.2857,38.3333,45,0,94.1612
125,64.2857,38.3333,67.5,1.59E-06,92.8135
125,64.2857,38.3333,68.6329,22.5,95.6064
125,64.2857,38.3333,47.2658,22.5,94.9451
125,64.2857,38.3333,45,8.01E-06,92.845
125,64.2857,38.3333,72.3678,45,94.2458
125,64.2857,38.3333,54.7356,45,93.3474
125,64.2857,56.6667,90,0,107.9758
125,64.2857,56.6667,67.5,0,107.1818
125,64.2857,56.6667,45,0,111.72
125,64.2857,56.6667,67.5,4.90E-06,108.0516
125,64.2857,56.6667,68.6329,22.5,116.9397
125,64.2857,56.6667,47.2658,22.5,114.5568
125,64.2857,56.6667,90,45,108.132
125,64.2857,56.6667,72.3678,45,112.8531
125,64.2857,56.6667,54.7356,45,109.5176
125,81.4286,20,90,0,64.5642
125,81.4286,20,67.5,0,64.6162
125,81.4286,20,45,0,64.1694
125,81.4286,20,67.5,4.04E-06,64.5561
125,81.4286,20,68.6329,22.5,63.86
125,81.4286,20,47.2658,22.5,63.9956
125,81.4286,20,72.3678,45,64.2266
125,81.4286,20,54.7356,45,64.4147
125,81.4286,38.3333,90,0,86.1537
125,81.4286,38.3333,67.5,0,85.6473
125,81.4286,38.3333,45,0,88.8407
125,81.4286,38.3333,67.5,3.40E-06,86.2088
125,81.4286,38.3333,68.6329,22.5,92.7531
125,81.4286,38.3333,47.2658,22.5,91.0603
125,81.4286,38.3333,90,45,86.2676
125,81.4286,38.3333,72.3678,45,89.4604
125,81.4286,38.3333,54.7356,45,87.1158
125,81.4286,56.6667,90,0,101.0093
125,81.4286,56.6667,67.5,0,99.9566
125,81.4286,56.6667,45,0,105.5474
125,81.4286,56.6667,67.5,1.33E-06,101.1018
125,81.4286,56.6667,68.6329,22.5,114.2738
125,81.4286,56.6667,47.2658,22.5,110.4736
125,81.4286,56.6667,90,45,101.2019
125,81.4286,56.6667,72.3678,45,107.952
125,81.4286,56.6667,54.7356,45,102.6198
125,81.4286,75,90,0,112.4135
125,81.4286,75,67.5,0,110.8258
125,81.4286,75,45,0,118.2557
125,81.4286,75,67.5,1.98E-06,112.5338
125,81.4286,75,68.6329,22.5,131.4411
125,81.4286,75,47.2658,22.5,125.6688
125,81.4286,75,45,2.04E-06,112.6631
125,81.4286,75,72.3678,45,122.7851
125,81.4286,75,54.7356,45,114.5156
125,98.5714,20,67.5,0,55.2167
125,98.5714,20,45,0,56.756
125,98.5714,20,67.5,2.06E-06,55.4624
125,98.5714,20,68.6329,22.5,58.5795
125,98.5714,20,47.2658,22.5,57.8269
125,98.5714,20,90,45,55.4904
125,98.5714,20,72.3678,45,56.8971
125,98.5714,20,54.7356,45,55.8589
125,98.5714,38.3333,90,0,75.1889
125,98.5714,38.3333,67.5,0,74.3558
125,98.5714,38.3333,45,0,78.472
125,98.5714,38.3333,67.5,3.67E-06,75.2678
125,98.5714,38.3333,68.6329,22.5,86.589
125,98.5714,38.3333,47.2658,22.5,83.1612
125,98.5714,38.3333,90,45,75.3522
125,98.5714,38.3333,72.3678,45,80.7053
125,98.5714,38.3333,54.7356,45,76.142
125,98.5714,56.6667,90,0,89.118
125,98.5714,56.6667,67.5,0,87.7093
125,98.5714,56.6667,45,0,93.4539
125,98.5714,56.6667,67.5,5.44E-06,89.2349
125,98.5714,56.6667,68.6329,22.5,107.5731
125,98.5714,56.6667,47.2658,22.5,101.529
125,98.5714,56.6667,45,7.17E-06,89.3638
125,98.5714,56.6667,72.3678,45,98.4389
125,98.5714,56.6667,54.7356,45,90.334
125,98.5714,75,90,0,99.9869
125,98.5714,75,67.5,0,98.0324
125,98.5714,75,45,0,105.0583
125,98.5714,75,67.5,1.43E-06,100.1396
125,98.5714,75,68.6329,22.5,124.3616
125,98.5714,75,47.2658,22.5,116.0415
125,98.5714,75,90,45,100.3084
125,98.5714,75,72.3678,45,112.8064
125,98.5714,75,54.7356,45,101.408
125,115.7143,20,67.5,0,38.4615
125,115.7143,20,45,0,40.5331
125,115.7143,20,67.5,4.26E-06,39.2345
125,115.7143,20,68.6329,22.5,47.7071
125,115.7143,20,47.2658,22.5,44.6396
125,115.7143,20,45,7.99E-06,39.2975
125,115.7143,20,72.3678,45,43.018
125,115.7143,20,54.7356,45,39.434
150,47.1429,38.3333,90,0,106.8996
150,47.1429,38.3333,67.5,0,107.2787
150,47.1429,38.3333,45,0,104.567
150,47.1429,38.3333,67.5,2.62E-06,106.8308
150,47.1429,38.3333,68.6329,22.5,103.0797
150,47.1429,38.3333,47.2658,22.5,103.8646
150,47.1429,38.3333,45,2.94E-06,106.7623
150,47.1429,38.3333,72.3678,45,104.8734
150,47.1429,38.3333,54.7356,45,105.7984
150,64.2857,38.3333,90,0,104.5875
150,64.2857,38.3333,67.5,0,104.7185
150,64.2857,38.3333,45,0,103.7662
150,64.2857,38.3333,67.5,1.27E-06,104.5673
150,64.2857,38.3333,68.6329,22.5,103.1428
150,64.2857,38.3333,47.2658,22.5,103.446
150,64.2857,38.3333,45,3.46E-06,104.5463
150,64.2857,38.3333,72.3678,45,103.8395
150,64.2857,38.3333,54.7356,45,104.2281
150,64.2857,56.6667,90,0,121.5264
150,64.2857,56.6667,67.5,0,121.1217
150,64.2857,56.6667,45,0,123.6256
150,64.2857,56.6667,67.5,4.63E-06,121.5754
150,64.2857,56.6667,68.6329,22.5,125.8423
150,64.2857,56.6667,47.2658,22.5,124.7851
150,64.2857,56.6667,90,45,121.6256
150,64.2857,56.6667,72.3678,45,123.8704
150,64.2857,56.6667,54.7356,45,122.4517
150,81.4286,38.3333,90,0,100.3382
150,81.4286,38.3333,67.5,0,100.2198
150,81.4286,38.3333,45,0,101.0683
150,81.4286,38.3333,67.5,4.83E-06,100.3543
150,81.4286,38.3333,68.6329,22.5,101.764
150,81.4286,38.3333,47.2658,22.5,101.449
150,81.4286,38.3333,90,45,100.3713
150,81.4286,38.3333,72.3678,45,101.0589
150,81.4286,38.3333,54.7356,45,100.6318
150,81.4286,56.6667,90,0,117.2124
150,81.4286,56.6667,67.5,0,116.5604
150,81.4286,56.6667,45,0,120.5431
150,81.4286,56.6667,67.5,2.30E-06,117.282
150,81.4286,56.6667,68.6329,22.5,124.8818
150,81.4286,56.6667,47.2658,22.5,122.9263
150,81.4286,56.6667,45,2.95E-06,117.355
150,81.4286,56.6667,72.3678,45,121.2557
150,81.4286,56.6667,54.7356,45,118.5416
150,81.4286,75,90,0,130.1031
150,81.4286,75,67.5,0,128.9337
150,81.4286,75,45,0,135.2926
150,81.4286,75,67.5,1.84E-06,130.2057
150,81.4286,75,68.6329,22.5,143.4295
150,81.4286,75,47.2658,22.5,139.7593
150,81.4286,75,45,5.38E-06,130.3148
150,81.4286,75,72.3678,45,137.4057
150,81.4286,75,54.7356,45,132.1957
150,98.5714,38.3333,90,0,93.735
150,98.5714,38.3333,67.5,0,93.3597
150,98.5714,38.3333,45,0,95.9076
150,98.5714,38.3333,67.5,3.67E-06,93.7796
150,98.5714,38.3333,68.6329,22.5,98.6722
150,98.5714,38.3333,47.2658,22.5,97.4812
150,98.5714,38.3333,45,3.44E-06,93.8263
150,98.5714,38.3333,72.3678,45,96.1692
150,98.5714,38.3333,54.7356,45,94.5174
150,98.5714,56.6667,90,0,110.2064
150,98.5714,56.6667,67.5,0,109.2993
150,98.5714,56.6667,45,0,114.495
150,98.5714,56.6667,67.5,4.56E-06,110.2954
150,98.5714,56.6667,68.6329,22.5,121.9025
150,98.5714,56.6667,47.2658,22.5,118.6958
150,98.5714,56.6667,90,45,110.3901
150,98.5714,56.6667,72.3678,45,116.1922
150,98.5714,56.6667,54.7356,45,111.7203
150,98.5714,75,90,0,122.8953
150,98.5714,75,67.5,0,121.4707
150,98.5714,75,45,0,128.6574
150,98.5714,75,67.5,1.07E-06,123.0129
150,98.5714,75,68.6329,22.5,140.572
150,98.5714,75,47.2658,22.5,135.3859
150,98.5714,75,90,45,123.1421
150,98.5714,75,72.3678,45,132.2693
150,98.5714,75,54.7356,45,124.9314
150,98.5714,93.3333,90,0,133.2379
150,98.5714,93.3333,67.5,0,131.3077
150,98.5714,93.3333,45,0,140.1201
150,98.5714,93.3333,67.5,1.72E-07,133.3804
150,98.5714,93.3333,68.6329,22.5,156.1436
150,98.5714,93.3333,47.2658,22.5,149.1444
150,98.5714,93.3333,45,4.20E-06,133.5354
150,98.5714,93.3333,72.3678,45,145.7978
150,98.5714,93.3333,54.7356,45,135.7049
150,115.7143,38.3333,90,0,83.8159
150,115.7143,38.3333,67.5,0,83.1441
150,115.7143,38.3333,45,0,86.9714
150,115.7143,38.3333,67.5,1.14E-06,83.8856
150,115.7143,38.3333,68.6329,22.5,93.1415
150,115.7143,38.3333,47.2658,22.5,90.5561
150,115.7143,38.3333,90,45,83.96
150,115.7143,38.3333,72.3678,45,88.2848
150,115.7143,38.3333,54.7356,45,84.7869
150,115.7143,56.6667,90,0,99.4061
150,115.7143,56.6667,67.5,0,98.171
150,115.7143,56.6667,45,0,103.9555
150,115.7143,56.6667,67.5,5.03E-06,99.5158
150,115.7143,56.6667,68.6329,22.5,115.9507
150,115.7143,56.6667,47.2658,22.5,110.8521
150,115.7143,56.6667,45,6.80E-06,99.6361
150,115.7143,56.6667,72.3678,45,107.6257
150,115.7143,56.6667,54.7356,45,100.7479
150,115.7143,75,90,0,111.5784
150,115.7143,75,67.5,0,109.8145
150,115.7143,75,45,0,117.0587
150,115.7143,75,67.5,5.09E-06,111.7213
150,115.7143,75,68.6329,22.5,134.329
150,115.7143,75,47.2658,22.5,126.929
150,115.7143,75,90,45,111.8786
150,115.7143,75,72.3678,45,123.2876
150,115.7143,75,54.7356,45,113.1758
150,115.7143,93.3333,90,0,121.597
150,115.7143,93.3333,67.5,0,119.3236
150,115.7143,93.3333,45,0,127.7885
150,115.7143,93.3333,67.5,2.36E-06,121.7724
150,115.7143,93.3333,68.6329,22.5,149.6827
150,115.7143,93.3333,47.2658,22.5,140.2655
150,115.7143,93.3333,90,45,121.9663
150,115.7143,93.3333,72.3678,45,136.5434
150,115.7143,93.3333,54.7356,45,123.4141
150,115.7143,111.6667,90,0,130.1292
150,115.7143,111.6667,67.5,0,127.3511
150,115.7143,111.6667,45,0,136.9039
150,115.7143,111.6667,67.5,2.47E-06,130.3357
150,115.7143,111.6667,68.6329,22.5,162.8318
150,115.7143,111.6667,90,45,130.5652
150,115.7143,111.6667,72.3678,45,148.0849
150,115.7143,111.6667,54.7356,45,132.1555
150,132.8571,38.3333,90,0,67.9701
150,132.8571,38.3333,67.5,0,66.794
150,132.8571,38.3333,45,0,70.6193
150,132.8571,38.3333,68.6329,22.5,82.7333
150,132.8571,38.3333,47.2658,22.5,77.5608
150,132.8571,38.3333,90,45,68.1746
150,132.8571,38.3333,72.3678,45,74.8785
150,132.8571,38.3333,54.7356,45,68.5368
150,132.8571,56.6667,90,0,81.8639
150,132.8571,56.6667,67.5,0,79.9933
150,132.8571,56.6667,45,0,84.8646
150,132.8571,56.6667,68.6329,22.5,103.9055
150,132.8571,56.6667,47.2658,22.5,95.6055
150,132.8571,56.6667,90,45,82.1705
150,132.8571,56.6667,72.3678,45,92.637
150,132.8571,56.6667,54.7356,45,82.3984
175,47.1429,38.3333,90,0,116.0169
175,47.1429,38.3333,67.5,0,116.718
175,47.1429,38.3333,45,0,111.4118
175,47.1429,38.3333,67.5,3.05E-06,115.8675
175,47.1429,38.3333,68.6329,22.5,109.0529
175,47.1429,38.3333,47.2658,22.5,110.3813
175,47.1429,38.3333,45,1.15E-06,115.7201
175,47.1429,38.3333,72.3678,45,112.363
175,47.1429,38.3333,54.7356,45,113.7919
175,64.2857,38.3333,90,0,114.4957
175,64.2857,38.3333,67.5,0,114.9631
175,64.2857,38.3333,45,0,111.3434
175,64.2857,38.3333,67.5,1.86E-06,114.4077
175,64.2857,38.3333,68.6329,22.5,109.4945
175,64.2857,38.3333,47.2658,22.5,110.4547
175,64.2857,38.3333,90,45,114.3188
175,64.2857,38.3333,72.3678,45,111.9177
175,64.2857,38.3333,54.7356,45,113.0595
175,64.2857,56.6667,90,0,132.9122
175,64.2857,56.6667,67.5,0,132.8748
175,64.2857,56.6667,45,0,133.1173
175,64.2857,56.6667,67.5,2.61E-06,132.9174
175,64.2857,56.6667,68.6329,22.5,133.2922
175,64.2857,56.6667,47.2658,22.5,133.2056
175,64.2857,56.6667,45,5.21E-06,132.9218
175,64.2857,56.6667,72.3678,45,133.117
175,64.2857,56.6667,54.7356,45,133.0062
175,81.4286,38.3333,90,0,111.5373
175,81.4286,38.3333,67.5,0,111.7714
175,81.4286,38.3333,45,0,109.9508
175,81.4286,38.3333,67.5,2.76E-06,111.4987
175,81.4286,38.3333,68.6329,22.5,108.8461
175,81.4286,38.3333,47.2658,22.5,109.3776
175,81.4286,38.3333,45,7.54E-06,111.4595
175,81.4286,38.3333,72.3678,45,110.1743
